AMJ_2015_2025_meta
input,final_url,title,authors,doi,source,date,keywords,abstract,note
https://doi.org/10.5465/amj.2015.0693,https://journals.aom.org/doi/10.5465/amj.2015.0693,Mobilization in the Internet Age: Internet Activism and Corporate Response,Xiaowei Rose Luo; Jianjun Zhang; Christopher Marquis,10.5465/amj.2015.0693,https://doi.org/10.5465/amj.2015.0693,2016-06-23,China; corporate philanthropy; corporate social responsibility; Internet activism; social movement,"Civil society’s inability to hold powerful businesses accountable in authoritarian regimes is a grand challenge in today’s global environment. We propose that the development of Internet activism provides a novel mechanism to pressure for corporate response in those societies. Internet activism is dispersed, fast moving, and interactive, and hence can effectively focus public attention and potentially undermine a company’s public image by generating social comparison. In addition, firms with public image vulnerability may experience magnified pressure from Internet activism, as well as more intense social comparison. We explore this framework in the setting of corporate donations made in the wake of the 2008 earthquake in the Sichuan Province of China, which triggered Internet activism that challenged corporations to contribute to the good of the community. Analysis based on 613 large publicly listed Chinese firms supports our framework.",ok
https://doi.org/10.5465/amj.2014.1150,https://journals.aom.org/doi/10.5465/amj.2014.1150,"Language and Competition: Communication Vagueness, Interpretation Difficulties, and Market Entry",Wei Guo; Tieying Yu; Javier Gimeno,10.5465/amj.2014.1150,https://doi.org/10.5465/amj.2014.1150,2018-02-23,competitive dynamics; information processing; market entry; strategic communication; text analysis; vagueness,"Firms have a lot to lose from the entry of competitors into their markets. Grounded in the research on interfirm rivalry and strategic communication, we proposed and tested hypotheses suggesting that, when the managers of incumbent firms perceive a high threat of entry, they are more likely to use vagueness in their corporate communications to make their strategies and actions harder to discern. This lessened interpretation results in fewer competitive entries by potential entrants. We used computerized content analysis to quantify the use of vague language in incumbent firms’ annual reports and empirically tested our hypotheses through data from the U.S. domestic airline industry. We found robust support for our hypotheses. By revealing that strategic use of language shapes competitive interactions, our research sheds new light on the process through which information is delivered, received, and interpreted by rivals. This process is at the heart of competitive dynamics and strategy research.",ok
https://doi.org/10.5465/amj.2016.4007,https://journals.aom.org/doi/10.5465/amj.2016.4007,Understanding and Tackling Societal Grand Challenges through Management Research,Gerard George; Jennifer Howard-Grenville; Aparna Joshi; Laszlo Tihanyi,10.5465/amj.2016.4007,https://doi.org/10.5465/amj.2016.4007,2016-09-30,,"“Grand challenges” are formulations of global problems that can be plausibly addressed through coordinated and collaborative effort. In this Special Research Forum, we showcase management research that examines societal problems that individuals, organizations, communities, and nations face around the world. We develop a framework to guide future research to provide systematic empirical evidence on the formulation, articulation, and implementation of grand challenges. We highlight several factors that likely enhance or suppress the attainment of collective goals, and identify representative research questions for future empirical work. In so doing, we aspire to encourage management scholars to engage in tackling broader societal challenges through their collaborative research and collective insight.",ok
https://doi.org/10.5465/amj.2015.0770,https://journals.aom.org/doi/10.5465/amj.2015.0770,Challenges for Global Supply Chain Sustainability: Evidence from Conflict Minerals Reports,Yong H. Kim; Gerald F. Davis,10.5465/amj.2015.0770,https://doi.org/10.5465/amj.2015.0770,2016-07-21,corporate diversification; corporate social responsibility; design; reputation; structure; supply chain management,"The vertically integrated corporation of the 20th century has been replaced by disaggregated global supply chains across many industries. Dis-integration can reduce costs, but also limits the ability to monitor and control critical processes, including labor practices and the sourcing of supplies. This article asks: What organizational factors distinguish corporations that are able to vouch for their supply chains from those that are not? Section 1502 of the Dodd–Frank Act of 2010 gave companies over three years to determine and report on whether their products contained “conflict minerals” from the Democratic Republic of Congo area. Our analysis of every conflict minerals report submitted to the Securities and Exchange Commission by over 1,300 corporations found that almost 80% admitted they were unable to determine the country of origin of such materials, and only 1% could certify themselves conflict-free with certainty beyond reasonable doubt. Internationally diversified firms and those with large and more dispersed supply chains were less likely to declare their products conflict-free: complexity reduces the visibility of a firm’s supply chain. Our results suggest that widespread outsourcing may have reduced the corporate sector’s capacity to account for the practices that yield its products.",ok
https://doi.org/10.5465/amj.2014.0897,https://journals.aom.org/doi/10.5465/amj.2014.0897,Organizational Learning in Target Setting,Carmen Aranda; Javier Arellano; Antonio Davila,10.5465/amj.2014.0897,https://doi.org/10.5465/amj.2014.0897,2016-05-03,organizational learning; organizational life cycle; target setting,"This paper examines organizational learning in a target setting. Organizations commonly set targets—explicit and quantitative reference points—for their operational units that reflect top management aspirations for these units. Targets are commonly the outcome of a subjective process where supervisors combine their explicit and tacit knowledge to set performance expectations for their units. Using a proprietary database from a large European travel company during a period of rapid expansion, we document the effect of organizational learning by studying how targets change as units mature. In particular, we examine managers’ experiential learning from branches’ past performance and their vicarious learning from branches in the same region in determining performance expectations over the life cycle of branches. Our results indicate that, in setting performance targets, managers increase the weight of a branch’s past performance and decrease the weight of comparable branches’ performance as the branch matures. Vicarious learning, where managers extrapolate the performance of comparable branches to a new branch, dominates in the early years. Over time, this type of learning is replaced by experiential learning as experience accumulates. We document how early on in the life of branches, these two types of learning interact; this interaction disappears as branches mature. Furthermore, we find that managers learn differently from successes and failures early in the lives of the new units, and this learning is affected by the magnitude of the successes and failures.",ok
https://doi.org/10.5465/amj.2012.0995,https://journals.aom.org/doi/10.5465/amj.2012.0995,Paradoxical Leader Behaviors in People Management: Antecedents and Consequences,Yan Zhang; David A. Waldman; Yu-Lan Han; Xiao-Bei Li,10.5465/amj.2012.0995,https://doi.org/10.5465/amj.2012.0995,2014-09-04,construct development; organizational paradoxes; paradoxical leader behavior; people management; work role performance,"As organizational environments become increasingly dynamic, complex, and competitive, leaders are likely to face intensified contradictory, or seemingly paradoxical, demands. We develop the construct of “paradoxical leader behavior” in people management, which refers to seemingly competing, yet interrelated, behaviors to meet structural and follower demands simultaneously and over time. In Study 1, we develop a measure of paradoxical leader behavior in people management using five samples from China. Confirmatory factor analyses support a multidimensional measure of paradoxical leader behavior with five dimensions: (1) combining self-centeredness with other-centeredness; (2) maintaining both distance and closeness; (3) treating subordinates uniformly, while allowing individualization; (4) enforcing work requirements, while allowing flexibility; and (5) maintaining decision control, while allowing autonomy. In Study 2, we examine the antecedents and consequences of paradoxical leader behavior in people management with a field sample of 76 supervisors and 516 subordinates from 6 firms. We find that the extent to which supervisors engage in holistic thinking and have integrative complexity is positively related to their paradoxical behavior in managing people, which, in turn, is associated with increased proficiency, adaptivity, and proactivity among subordinates.",ok
https://doi.org/10.5465/amj.2015.1066,https://journals.aom.org/doi/10.5465/amj.2015.1066,No Employee an Island: Workplace Loneliness and Job Performance,Hakan Ozcelik; Sigal G. Barsade,10.5465/amj.2015.1066,https://doi.org/10.5465/amj.2015.1066,2018-12-11,attitude; cognitions; and affect; mood and emotions; organizational behavior; quantitative methods,"This research investigates the link between workplace loneliness and job performance. Integrating the regulatory loop model of loneliness and the affect theory of social exchange, we develop a model of workplace loneliness. We focus on the central role of affiliation in explaining the loneliness–performance relationship, predicting that despite lonelier employees’ desire to connect with others, being lonelier is associated with lower job performance because of a lack of affiliation at work. Through a time-lagged field study of 672 employees and their 114 supervisors in two organizations, we find support that greater workplace loneliness is related to lower job performance; the mediators of this relationship are lonelier employees’ lower approachability and lesser affective commitment to their organizations. We also examine the moderating roles of the emotional cultures of companionate love and anger, as well as of the loneliness of other coworkers in the work group. Features of this affective affiliative context moderate some of the relationships between loneliness and the mediating variables; we also find support for the full moderated mediation model. This study highlights the importance of recognizing the pernicious power of workplace loneliness over both lonelier employees and their organizations. We offer implications for future research and practice.",ok
https://doi.org/10.5465/amj.2017.0466,https://journals.aom.org/doi/10.5465/amj.2017.0466,Social Identification in Multiteam Systems: The Role of Depletion and Task Complexity,Jeanine P. Porck; Fadel K. Matta; John R. Hollenbeck; Jo K. Oh; Klodiana Lanaj; Stephanie M. Lee,10.5465/amj.2017.0466,https://doi.org/10.5465/amj.2017.0466,2019-08-22,intergroup relations; social identity theory; tasks,"Organizations construct multiteam systems to address complex challenges that require the joint efforts of multiple teams. Taking an uncertainty perspective and integrating social identity theory with depletion research, we theoretically and empirically examine the role of social identification in multiteam system performance. In contrast to general assumptions in the literature regarding the need to develop identity at the highest level of a system, we argue that within a multiteam system, identification with that system negatively relates to multiteam system performance, whereas identification with the component team positively relates to multiteam system performance. Our uncertainty perspective suggests that identification with the multiteam system introduces uncertainty regarding the appropriate norms and interdependencies in the system, which leads to more depletion, and consequently lower system performance. Conversely, identification with the component team offers less uncertainty, resulting in less depletion and higher multiteam system performance. Thus, our integrated theoretical framework suggests that depletion mediates the negative effects of multiteam system identification and the positive effects of component team identification on multiteam system performance. Moreover, consistent with our uncertainty perspective, the indirect effect of identification on multiteam system performance via depletion is stronger when task complexity is high and weaker when task complexity is low.",ok
https://doi.org/10.5465/amj.2022.0925,https://journals.aom.org/doi/abs/10.5465/amj.2022.0925?journalCode=amj,The Social Structure of Insiders and Outsiders: Toward a Network Community Perspective on Firm Performance,Xiaoteng Wu; Arzi Adbi; Ishtiaq Pasha Mahmood,10.5465/amj.2022.0925,https://doi.org/10.5465/amj.2022.0925,2023-11-08,,"Management literature on how interorganizational relationships influence firm performance has emphasized the importance of connections, positions, and cliques. We advance this literature by examining how network communities (membership in cohesive network structures) shape the performance of venture capital (VC) firms. We propose that community insiders affiliated with at least one network community will outperform outsiders. We also explicate the conditions under which the advantages of network community affiliations are likely to be muted. Specifically, we argue for the potential diseconomies of network community affiliations and the possibility of a substitutive relationship between network communities and institutional development. Leveraging recent advances in community-detection technology and longitudinal data on VC firms in China, we find support for our theoretical arguments. Analysis of mechanisms underlying our theoretical arguments reveals that the value of community affiliations comes from indirect connections within network communities. By integrating social network and institutional perspectives, this study highlights not only the promises but also the limits of relying on network community affiliations.",ok
https://doi.org/10.5465/amj.2020.0810,https://journals.aom.org/doi/abs/10.5465/amj.2020.0810?journalCode=amj,The Impact of Communist Ideology on the Patenting Activity of Chinese Firms,Dean Xu; Kevin Zheng Zhou; Shihua Chen,10.5465/amj.2020.0810,https://doi.org/10.5465/amj.2020.0810,2023-02-17,,"The Chinese Communist Party began decoupling its policies and practices from Maoist communist ideology more than four decades ago. Yet, why does Maoism continue to have an impact on the behavior of Party members? In this study, we argue that, although the influence of Maoist ideology has become weaker among younger Party members and Party members with higher educational attainment, such ideological decay is countered by a process of secondhand ideological imprinting. Based on data from 1,298 non-state-owned Chinese listed firms for 2000–2017, we find that firms with Party-member board chairs file fewer patent applications and are more likely to commit patent infringement. These effects are weaker if a board chair is younger or has higher educational attainment. Importantly, the moderating effect of young age is reduced as the presence of older Party-member corporate directors in a region becomes more prominent. However, the moderating effect of education appears to be unaffected by the presence of older Party-member directors. These findings generate fresh insights on the dynamics of ideological decay and persistence.",ok
https://doi.org/10.5465/amj.2020.0295,https://journals.aom.org/doi/abs/10.5465/amj.2020.0295?journalCode=amj,Corporate Proximity and Product Market Reentry: The Role of Corporate Headquarters in Business Unit Response to Product Failure,Cheon Mok (John) Kim; Colleen Cunningham; John Joseph,10.5465/amj.2020.0295,https://doi.org/10.5465/amj.2020.0295,2023-08-15,,"Understanding how organizations respond to failure is important to management research, yet prior studies have offered contrasting findings for whether, in a multiunit hierarchical organization, a corporate office improves business unit search following product failure. To better understand how a corporate office affects business unit search, we focus on the role of corporate proximity (hierarchical, geographic, and cognitive) between the corporate office and constituent units. We argue that corporate proximity improves a business unit’s local search process through two mechanisms—vertical linkages and corporate attention—that positively condition the likelihood of persisting; that is, reentering a product market after having experienced a prior product failure in that market. We find support for our theory using data on reentry in the U.S. medical device industry following exit from the market due to product failure. We also explore how age of the product market and characteristics of the failure—cause and severity—further moderate corporate proximity’s role in business unit reentry. Overall, our study offers a better understanding of how complex organizations respond to failure, thereby contributing to literatures on search, corporate headquarters, and product entry.",ok
https://doi.org/10.5465/amj.2022.0604,https://journals.aom.org/doi/abs/10.5465/amj.2022.0604?journalCode=amj,"Turning Work into a Refuge: Job Crafting as Coping with Personal, Grief-Inducing Events",Lidiia Pletneva,10.5465/amj.2022.0604,https://doi.org/10.5465/amj.2022.0604,2024-01-02,,"Building on an inductive, qualitative study of employees who experienced grief-inducing events such as bereavement or breakup, this paper explores how and with what consequences work becomes a refuge from grief-inducing experiences in people’s lives. Using the results of 68 in-depth interviews, I develop an inductive model that shows that grieving employees not only find refuge in work but can also turn their work into a refuge for themselves. In particular, the model explicates how people turn work into a refuge by engaging in job crafting behavior. I also show perceived consequences of this process that occur in both work and life domains. Such consequences tend to be positive, yet those who work significantly harder also experience negative consequences. This paper advances theorizing on grief in organizations and job crafting.",ok
https://doi.org/10.5465/amj.2023.0745,https://journals.aom.org/doi/abs/10.5465/amj.2023.0745?journalCode=amj,Understanding I-Deals Through the Social Ledger Lens: The Role of Trust and Hindrance Networks,Farid Jahantab; Smriti Anand; Prajya R. Vidyarthi; Berrin Erdogan,10.5465/amj.2023.0745,https://doi.org/10.5465/amj.2023.0745,2025-05-19,,"Individually negotiated customized work arrangements or idiosyncratic deals (i-deals) are an increasingly common practice in contemporary organizations. We propose that these deals are created and implemented in the social context of the workgroup and that one’s position in the web of social relationships serves as a strategic advantage or barrier to accessing i-deals. Drawing on the social ledger model, we propose that being central in the trust network is positively associated with i-deals, whereas being central in the hindrance network is negatively associated with i-deals, with indirect effects on employee performance. Further, we predict that i-deals are affected more strongly by centrality in the hindrance network than by centrality in the trust network. Finally, we theorize that trust network density strengthens the negative relationship between hindrance network centrality and i-deals and that hindrance network density strengthens the positive relationship between trust network centrality and i-deals. Results of multilevel modeling and relative importance analyses in two field studies employing data from 305 employees and 57 supervisors in the United States and 502 employees and 101 supervisors in Iran provided support for our model. Implications and future directions for social network and i-deals research are discussed.",ok
https://doi.org/10.5465/amj.2017.1098,https://journals.aom.org/doi/10.5465/amj.2017.1098,Water Wars in Detroit: Custodianship and the Work of Institutional Renewal,A. Wren Montgomery; M. Tina Dacin,10.5465/amj.2017.1098,https://doi.org/10.5465/amj.2017.1098,2020-11-02,inequality; institutional custodians; institutional entropy; institutional renewal; marginalized communities; water crises,"We examine the role of custodianship in the renewal of the institution of public water services in Detroit, Michigan. Our longitudinal qualitative study begins prior to the 33,000 household water shutoffs of 2014 and follows this ongoing crisis through 2017. It reveals the complexity of the task of renewing neglected societal institutions suffering institutional entropy. We provide an in-depth study of the characteristics, motivations, and actions of institutional custodians—actors who maintain and enhance institutionalized practices. We inductively identify four groups of custodians (“operatives,” “warriors,” “converts,” and “agnostics”) who are catalyzed to act at different times, take on unique roles, and have distinct understandings of institutional rules. In doing so, we establish that custodianship is both distributed and heterogeneous, rather than static and homogeneous, and highlight key intersections across custodians. Our study also offers timely insights into resource access and affordability in marginalized communities, and the role of institutions in addressing grand challenges such as the emerging global water crisis.",ok
https://doi.org/10.5465/amj.2014.1045,https://journals.aom.org/doi/10.5465/amj.2014.1045,Quitting When the Going Gets Tough: A Downside of High Performance Expectations,Hengchen Dai; Berkeley J. Dietvorst; Bradford Tuckfield; Katherine L. Milkman; Maurice E. Schweitzer,10.5465/amj.2014.1045,https://doi.org/10.5465/amj.2014.1045,2018-10-24,behavioral economics; embarrassment; ethics; impression management; performance expectations; persistence; regression discontinuity; quitting,"High performance expectations often improve performance. When individuals with high external performance expectations encounter early setbacks, however, they face impression management concerns and the prospect of embarrassment. As a result, when the going gets tough, individuals facing high external expectations may be less likely to persist than people facing low external expectations. In a field study of 328,515 men’s professional tennis matches (Study 1), we employ a regression discontinuity design to demonstrate that, after losing the first set of a match, players who are expected to win (favorites) are significantly more likely to quit than players who are expected to lose (underdogs). We replicate this pattern of results in a laboratory experiment (Study 2) and provide evidence for our proposed mechanism: compared to individuals facing low external expectations, those facing high expectations are more easily embarrassed by poor performance and consequently less persistent following early setbacks.",ok
https://doi.org/10.5465/amj.2013.0718,https://journals.aom.org/doi/10.5465/amj.2013.0718,Who Defers to Whom and Why? Dual Pathways Linking Demographic Differences and Dyadic Deference to Team Effectiveness,Aparna Joshi; Andrew P. Knight,10.5465/amj.2013.0718,https://doi.org/10.5465/amj.2013.0718,2014-04-28,composition; diversity; group; multilevel; team emergent states,"We develop and test predictions about how demographic differences influence dyadic deference in multidisciplinary research teams, and how differential patterns of dyadic deference emerge to shape team-level effectiveness. We present a dual pathway model that recognizes that two distinct mechanisms—task contributions and social affinity—account for how team members' demographic attributes contribute to deference. Furthermore, we propose that the extent to which these different mechanisms are prevalent in a team has implications for the team's research productivity, with deference based on social affinity detracting from it and deference based on task contributions enhancing it. Using longitudinal data from a sample of 55 multidisciplinary research teams comprising 619 scientists, we found general support for our conceptual model. Our findings underscore the importance of accounting for multiple interpersonal mechanisms to understand the complex, multilevel nature of deference in teams.",ok
https://doi.org/10.5465/amj.2013.0949,https://journals.aom.org/doi/10.5465/amj.2013.0949,Learning Through the Distribution of Failures within an Organization: Evidence from Heart Bypass Surgery Performance,Vinit Desai,10.5465/amj.2013.0949,https://doi.org/10.5465/amj.2013.0949,2014-06-05,experience; failures; healthcare; organizational learning; quality and safety,"While research has suggested that organizations can improve by investigating and learning from failures, some work has found that they may generate incorrect lessons or fail to learn. This study addresses the debate by turning attention to the processes that underlie learning, using attribution theory to highlight the way in which decision makers interpret information about where failures occurred or who was involved. This approach is notable because it suggests that different organizations with similar experiences may have quite distinct reactions based on where that experience originates. Specifically, I predict that organizations learn less effectively when their failures are relatively concentrated in origin, meaning that failures typically involve a particular unit or even a specific individual, compared to when failures are more broadly dispersed. I also examine factors that intensify or ameliorate this effect, including an organization’s size or its performance relative to aspirations. I test related hypotheses on a panel of hospitals that offered a specific surgical procedure within California from 2003 through 2010.",ok
https://doi.org/10.5465/amj.2024.4001,https://journals.aom.org/doi/full/10.5465/amj.2024.4001,Expanding AMJ’S Manuscript Portfolio: Research Methods Articles Designed to Advance Theory and Span Boundaries,Marc Gruber; Paul Bliese,10.5465/amj.2024.4001,https://doi.org/10.5465/amj.2024.4001,2024-02-21,,,From the Editors
https://doi.org/10.5465/amj.2016.0481,https://journals.aom.org/doi/10.5465/amj.2016.0481,“God at Work”: Engaging Central and Incompatible Institutional Logics through Elastic Hybridity,Ali Aslan Gümüsay; Michael Smets; Timothy Morris,10.5465/amj.2016.0481,https://doi.org/10.5465/amj.2016.0481,2020-02-13,hybrid organizations; institutional complexity; institutional logics; institutional theory; paradox; purpose; resilience,"Based on a 24-month ethnographic case study of the opening of the first Islamic bank in Germany, we make three contributions to the institutional theory literature. First, we outline “polysemy” and “polyphony” as mechanisms that dynamically engage conflicting logics through an organizational–individual interplay. Borrowing from paradox theory, we explain how hybrids can empower individuals to fluidly separate and integrate logics when neither structural compartmentalizing nor organizational blending is feasible because management cannot prescribe a specific balance of logics. Second, we explain the state of “elastic hybridity,” constituted through the recursive, multilevel relationship between polysemy and polyphony. Elastic hybrids maintain unity in diversity. They are capable of institutionally bending without organizationally breaking and thus enable individuals to practice more of their personal convictions at work while still experiencing a sense of shared organizational purpose. Third, we show how contested hybrids can be made to last. By dynamically making logics either less central or more compatible, elastic hybrids become less conflict prone and more resilient without permanently becoming more aligned or estranged.",ok
https://doi.org/10.5465/amj.2017.1218,https://journals.aom.org/doi/10.5465/amj.2017.1218,Kin Ties and the Performance of New Firms: A Structural Approach,Gokhan Ertug; Reddi Kotha; Peter Hedström,10.5465/amj.2017.1218,https://doi.org/10.5465/amj.2017.1218,2020-12-09,,"Kin ties are all but ubiquitous in new firms. However, their effects on performance are not straightforward, as they can provide new firms with advantages (enhanced coordination and cooperation) as well as disadvantages (reduced diversity, nepotism concerns, and the possible spillover of personal conflict). As kin ties may have both positive and negative implications for performance, a contingency approach to the performance of new firms is valuable. We develop such an approach by relating different structural configurations of kin ties—whether they are between founders, between founders and employees, or between employees—to the performance of new firms. We test our predictions using data on 4,967 new firms founded in Stockholm between 1998 and 2003. Our theory deepens our understanding of why kin ties have heterogeneous effects on the performance of new firms.",ok
https://doi.org/10.5465/amj.2012.0409,https://journals.aom.org/doi/10.5465/amj.2012.0409,Delaying Change: Examining How Industry and Managerial Turbulence Impact Structural Realignment,Samina Karim; Timothy N. Carroll; Chris P. Long,10.5465/amj.2012.0409,https://doi.org/10.5465/amj.2012.0409,2015-08-18,adaptation; contingency theory; decision making; group dynamics; realignment; structural recombination; TMT size; turbulence,"This paper examines when firms pursue structural realignment through business unit reconfiguration, specifically by recombining business units. Our results refine and extend contingency theory and studies of organization design by drawing on theories of decision avoidance and delay to describe environmental conditions when firms pursue or postpone structural realignment. Our empirical analysis of 46 firms from 1978 to 1997, operating within the U.S. medical device and pharmaceutical sectors, demonstrates that while decision makers initiate structural recombination during periods of industry growth (i.e., munificence), they reduce their recombination efforts during periods of industry turbulence (i.e., dynamism), and managerial turbulence (i.e., growth in top management team size). We also find evidence that firms delay realignment and bide their time for better environmental conditions of declining turbulence and industry growth before pursuing more structural realignment. Together, these findings suggest that decision makers often delay initiating structural recombination until they can effectively process information and assess how structural changes will help them realign the organization to the environment.",ok
https://doi.org/10.5465/amj.2020.4001,https://journals.aom.org/doi/10.5465/amj.2020.4001,Academy of Management Journal in 2020 and Beyond,Laszlo Tihanyi,10.5465/amj.2020.4001,https://doi.org/10.5465/amj.2020.4001,2020-02-13,,,From the Editors
https://doi.org/10.5465/amj.2018.0715,https://journals.aom.org/doi/abs/10.5465/amj.2018.0715?journalCode=amj,From Grace to Violence: Stigmatizing the Medical Profession in China,Milo Shaoqing Wang; Mia Raynard; Royston Greenwood,10.5465/amj.2018.0715,https://doi.org/10.5465/amj.2018.0715,2021-12-21,case; institutional theory; longitudinal; organization and management theory,"This study examines how the once prestigious medical profession in China has become the subject of criticism and accused of pervasive impropriety to the point of inducing widespread violence from patients. Drawing on archival documents, media articles, interviews, and secondary sources, we trace the lengthy and uneven trajectory by which the profession moved away from enjoying widespread collective approval toward ambivalence and eventual stigmatization. We develop a process model of professional stigmatization that identifies the dynamics that precipitate and then catalyze that trajectory and highlight the underpinning mechanisms. By unpacking the complex process of stigmatization, the study extends existing understanding of how aspects of stigma emerge and are attached by different stakeholders to a profession and the consequences that follow. We conclude by highlighting the implications for research on stigma and the challenge of stigma containment.",ok
https://doi.org/10.5465/amj.2013.0670,https://journals.aom.org/doi/10.5465/amj.2013.0670,What Drives Trickle-Down Effects? A Test of Multiple Mediation Processes,David X. H. Wo; Maureen L. Ambrose; Marshall Schminke,10.5465/amj.2013.0670,https://doi.org/10.5465/amj.2013.0670,2015-01-20,displaced aggression; interactional justice; social exchange theory; social learning theory; trickle-down,"Organizational research has established the existence of trickle-down effects, wherein the perceptions, attitudes, or behavior of one person in an organization affects those of another person at a lower level. Although current research has explained the phenomenon using several different theoretical perspectives, prior studies have not explicitly tested the theorized mechanisms. This paper develops and tests a model that incorporates three theories of trickle-down effects for interactional justice perceptions: social exchange theory, social learning theory, and displaced aggression. Using cross-sectional data from 200 supervisor–subordinate dyads in Study 1 and longitudinal data from 270 supervisor–subordinate dyads in Study 2, we test this multiple mediator model. The results demonstrate that the two aspects of interactional justice perceptions—interpersonal and informational justice perceptions—trickle down from supervisors to subordinates through two different mechanisms. Specifically, displaced aggression accounts for the trickle-down effects of interpersonal justice perceptions and social exchange accounts for the trickle-down effects of informational justice perceptions. We discuss the implications of the findings for research on trickle-down effects and organizational justice.",ok
https://doi.org/10.5465/amj.2012.1091,https://journals.aom.org/doi/10.5465/amj.2012.1091,Paying the Price? The Impact of Controversial Governance Practices on Managerial Reputation,Michael K. Bednar; E. Geoffrey Love; Matthew Kraatz,10.5465/amj.2012.1091,https://doi.org/10.5465/amj.2012.1091,2014-10-24,corporate governance; reputation,"This study directly examines the reputational penalties that managers pay when they engage in controversial governance practices that raise questions about managerial self-interest. These penalties should deter questionable behavior and enable reputation to serve a social control function, yet we know little about how and when these penalties are actually imposed. Unlike prior research in this vein, we account for the fact that reputational penalties associated with such practices may differ across audiences because of differences in interpretations of the practice and differences in causal attributions about its use. Specifically, we develop theory to explain how and when stock analysts and peer executives applied reputational penalties to managers when firms used a poison pill, a prominent anti-takeover device. We find that the reputational penalties associated with poison pills differed substantially between these two groups and that these groups applied different penalties depending on the media coverage that the poison pill received, the performance of the firm, and the extent to which the practice had already been adopted. The findings suggest that reputational penalties for questionable behaviors may be more contingent and harder to sustain than previously thought.",ok
https://doi.org/10.5465/amj.2019.0555,https://journals.aom.org/doi/abs/10.5465/amj.2019.0555?journalCode=amj,Who Should Become a Business School Associate Dean? Individual Performance and Taking on Firm-Specific Roles,Jeff Dyer; David Kryscynski; Christopher Law; Shad Morris,10.5465/amj.2019.0555,https://doi.org/10.5465/amj.2019.0555,2021-10-27,,"The “firm-specific human capital dilemma” suggests that firms generally want employees to make firm-specific investments but that employees prefer not to make them. We suggest that individual performance may moderate this dilemma such that the dilemma increases as individual performance increases—that is, firms may prefer high performers in firm-specific roles while high performers may resist these roles more than their lower-performing counterparts. We examine our extended firm-specific human capital theory in a context in which the classic firm-specific human capital dilemma likely exists: business academia. Using a unique data set of 4,164 business school professors from 39 of the top 100 U.S. business schools, we examine how research performance affects propensity to become an associate dean and their compensation increases when taking on these roles. Even though associate dean roles come with a significant pay increase, we find that higher-performing individuals are less likely to become associate deans. Surprisingly, we find that lower performers receive higher pay increases when taking on these roles. We conduct exploratory interviews to understand this surprising finding, and discuss implications and opportunities for future research.",ok
https://doi.org/10.5465/amj.2015.4002,https://journals.aom.org/doi/10.5465/amj.2015.4002,Managing Digital Money,Mark Dodgson; David Gann; Irving Wladawsky-Berger; Naveed Sultan; Gerard George,10.5465/amj.2015.4002,https://doi.org/10.5465/amj.2015.4002,2015-02-23,,,From the Editors
https://doi.org/10.5465/amj.2016.0626,https://journals.aom.org/doi/10.5465/amj.2016.0626,Silver Bullet or Ricochet? CEOs’ Use of Metaphorical Communication and Infomediaries’ Evaluations,Andreas König; Jan Mammen; Johannes Luger; Angela Fehn; Albrecht Enders,10.5465/amj.2016.0626,https://doi.org/10.5465/amj.2016.0626,2018-08-16,CEO; impression management; infomediary; journalist; metaphorical communication; rhetoric; securities analyst,"We combine literature on rhetoric and socially situated sensemaking to illuminate the challenges that emerge when chief executive officers (CEOs) try to influence infomediaries by using metaphorical communication—figurative linguistic expressions that convey thoughts and feelings by describing one domain, A, through another domain, B. Specifically, we theorize that because different infomediaries are situated in different thought worlds, CEOs’ use of metaphorical communication has contradictory effects on journalists’ and securities analysts’ evaluations: while it triggers more favorable statements from journalists, it prompts more unfavorable assessments from analysts. Moreover, we integrate findings from cognitive psychology to argue that these contradictory effects increase the more a firm’s performance falls behind market expectations. Our hypotheses find support in an extensive analysis of 937 quarterly earnings calls in the U.S. pharmaceutical, hardware, and software industries, and of journalists’ statements and analysts’ earnings forecasts and recommendations. Our novel theorizing and findings suggest that the use of discursive frames, especially in the form of metaphorical communication, in firms’ interactions with critical audiences creates thought-provoking and thus-far neglected dilemmas. In developing and testing these thoughts, we contribute to and link ongoing conversations in management science, especially discussions of organizational reputation, executive communication, and impression management.",ok
https://doi.org/10.5465/amj.2012.0638,https://journals.aom.org/doi/10.5465/amj.2012.0638,Reinsurance Trading in Lloyd’s of London: Balancing Conflicting-yet-Complementary Logics in Practice,Michael Smets; Paula Jarzabkowski; Gary T. Burke; Paul Spee,10.5465/amj.2012.0638,https://doi.org/10.5465/amj.2012.0638,2014-05-08,complementarity; institutional complexity; institutional logics; practice theory; professional service firms; reinsurance; strategy-as-practice,"Drawing on a yearlong ethnographic study of reinsurance trading in Lloyd’s of London, this paper makes three contributions to current discussions of institutional complexity. First, we shift focus away from structural and relatively static organizational responses to institutional complexity and identify three balancing mechanisms—segmenting, bridging, and demarcating—that allow individuals to manage competing logics and their shifting salience within their everyday work. Second, we integrate these mechanisms in a theoretical model that explains how individuals can continually keep coexisting logics, and their tendencies to either blend or disconnect, in a state of dynamic tension that renders them conflicting-yet-complementary logics. Our model shows how actors are able to dynamically balance coexisting logics, maintaining the distinction between them while also exploiting the benefits of their interdependence. Third, in contrast to most studies of newly formed hybrids and/or novel complexity, our focus on a long-standing context of institutional complexity shows how institutional complexity can itself become institutionalized and routinely enacted within everyday practice.",ok
